SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,OFFICER_IN_UNIFORM_FLAG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME,STOP_WAS_INITIATED,MONTH2
ROBBERY,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
PETIT LARCENY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
UNAUTHORIZED USE OF A VEHICLE,N,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,January
ASSAULT,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,(null),MANHATTAN,Based on Self Initiated,January
ASSAULT,Y,Y,Y,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,January
ASSAULT,N,Y,N,Y,MALE,WHITE,MANHATTAN,Based on Radio Run,January
ASSAULT,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,January
BURGLARY,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,Y,Y,(null),Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
ROBBERY,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
GRAND LARCENY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
ASSAULT,Y,Y,N,N,FEMALE,BLACK,QUEENS,Based on Radio Run,January
GRAND LARCENY AUTO,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,January
CPW,N,Y,N,Y,MALE,(null),BRONX,Based on Self Initiated,January
CRIMINAL TRESPASS,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CRIMINAL TRESPASS,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,Y,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
PETIT LARCENY,Y,Y,Y,Y,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,(null),N,MALE,ASIAN / PACIFIC ISLANDER,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
ASSAULT,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,January
ROBBERY,Y,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
ASSAULT,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
OTHER,Y,Y,Y,N,MALE,WHITE,BROOKLYN,Based on Radio Run,January
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
PETIT LARCENY,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on C/W on Scene,January
ASSAULT,Y,Y,Y,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Radio Run,January
CRIMINAL MISCHIEF,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CRIMINAL MISCHIEF,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CRIMINAL MISCHIEF,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,January
ROBBERY,Y,Y,(null),N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,BLACK HISPANIC,BROOKLYN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,January
PETIT LARCENY,N,Y,(null),N,MALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,January
ASSAULT,N,Y,N,N,MALE,BLACK,STATEN ISLAND,Based on C/W on Scene,January
CPW,N,Y,Y,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,January
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,Y,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
GRAND LARCENY AUTO,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
GRAND LARCENY,N,Y,Y,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPSP,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
CPW,N,Y,(null),N,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,(null),BRONX,Based on Self Initiated,January
BURGLARY,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
CRIMINAL MISCHIEF,Y,Y,N,N,MALE,WHITE HISPANIC,STATEN ISLAND,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE,MANHATTAN,Based on Self Initiated,January
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,Y,Y,N,Y,MALE,BLACK,BROOKLYN,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,FEMALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,January
ASSAULT,N,Y,N,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,January
ROBBERY,Y,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on C/W on Scene,January
BURGLARY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CRIMINAL TRESPASS,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
GRAND LARCENY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
PETIT LARCENY,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CRIMINAL MISCHIEF,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
ASSAULT,N,Y,N,N,MALE,AMERICAN INDIAN/ALASKAN NATIVE,BRONX,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
OTHER,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
BURGLARY,N,Y,N,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BROOKLYN,Based on Radio Run,January
BURGLARY,N,Y,N,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BROOKLYN,Based on Radio Run,January
BURGLARY,N,Y,N,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BROOKLYN,Based on Radio Run,January
ROBBERY,N,Y,(null),N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
ASSAULT,N,Y,N,N,FEMALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,Y,Y,(null),N,(null),(null),MANHATTAN,Based on Self Initiated,January
OTHER,Y,Y,(null),N,MALE,WHITE HISPANIC,BRONX,Based on C/W on Scene,January
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on C/W on Scene,January
ROBBERY,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ASSAULT,Y,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Radio Run,January
CPW,Y,Y,N,Y,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
GRAND LARCENY,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,MALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,January
CPSP,Y,N,Y,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE,QUEENS,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Radio Run,January
ASSAULT,Y,Y,N,N,FEMALE,BLACK,STATEN ISLAND,Based on Radio Run,January
BURGLARY,N,Y,(null),N,MALE,BLACK,STATEN ISLAND,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CRIMINAL TRESPASS,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
ROBBERY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
AUTO STRIPPIG,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
AUTO STRIPPIG,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
OTHER,Y,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,January
OTHER,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,FEMALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,January
GRAND LARCENY,Y,Y,N,N,FEMALE,BLACK HISPANIC,MANHATTAN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
ASSAULT,Y,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
BURGLARY,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,January
BURGLARY,N,Y,(null),N,MALE,BLACK,QUEENS,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,January
ASSAULT,N,Y,N,N,FEMALE,BLACK,QUEENS,Based on Radio Run,January
ASSAULT,N,Y,N,N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,January
ASSAULT,N,Y,N,N,FEMALE,ASIAN / PACIFIC ISLANDER,QUEENS,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
BURGLARY,N,Y,N,N,MALE,WHITE,MANHATTAN,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
ROBBERY,Y,Y,Y,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,Y,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,Y,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
OTHER,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
ASSAULT,N,Y,N,N,MALE,ASIAN / PACIFIC ISLANDER,BROOKLYN,Based on Radio Run,January
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
ASSAULT,N,Y,N,N,FEMALE,WHITE,QUEENS,Based on Radio Run,January
BURGLARY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on C/W on Scene,January
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
ASSAULT,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,Y,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ASSAULT,Y,Y,Y,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,Y,Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,FEMALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,Y,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Self Initiated,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE HISPANIC,QUEENS,Based on Radio Run,January
BURGLARY,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CRIMINAL MISCHIEF,N,Y,N,N,FEMALE,WHITE,MANHATTAN,Based on Radio Run,January
ROBBERY,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
ROBBERY,N,Y,N,N,MALE,BLACK,BRONX,Based on C/W on Scene,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,(null),BRONX,Based on Self Initiated,January
OTHER,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BROOKLYN,Based on C/W on Scene,January
CRIMINAL TRESPASS,Y,Y,(null),N,FEMALE,BLACK,BROOKLYN,Based on Self Initiated,January
CPW,Y,Y,N,N,MALE,WHITE HISPANIC,BROOKLYN,Based on Radio Run,January
MENACING,Y,Y,Y,N,MALE,BLACK,QUEENS,Based on C/W on Scene,January
OTHER,N,Y,N,N,MALE,BLACK HISPANIC,QUEENS,Based on Radio Run,January
CPW,N,Y,Y,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,January
GRAND LARCENY,Y,Y,Y,N,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,BROOKLYN,Based on Radio Run,January
CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,Y,N,MALE,WHITE,QUEENS,Based on Self Initiated,January
PETIT LARCENY,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
PETIT LARCENY,Y,Y,N,N,MALE,WHITE,MANHATTAN,Based on Radio Run,January
OTHER,Y,Y,N,N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,Y,Y,N,Y,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Self Initiated,January
CPW,Y,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,(null),N,(null),(null),BRONX,Based on Self Initiated,January
BURGLARY,N,Y,N,Y,MALE,BLACK HISPANIC,BRONX,Based on Radio Run,January
CPW,N,Y,(null),N,MALE,(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),Y,MALE,(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),N,MALE,(null),BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,(null),Y,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,Y,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
GRAND LARCENY AUTO,N,Y,N,N,MALE,BLACK,BRONX,Based on Radio Run,January
CPW,N,Y,N,N,FEMALE,BLACK,BRONX,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Self Initiated,January
ASSAULT,Y,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,January
PETIT LARCENY,N,Y,N,N,MALE,WHITE,BROOKLYN,Based on Radio Run,January
BURGLARY,Y,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,January
BURGLARY,Y,Y,N,N,FEMALE,BLACK,BROOKLYN,Based on Radio Run,January
CRIMINAL TRESPASS,Y,Y,Y,N,MALE,BLACK,BROOKLYN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
OTHER,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,QUEENS,Based on Self Initiated,January
PETIT LARCENY,N,Y,N,N,MALE,WHITE,STATEN ISLAND,Based on Radio Run,January
PETIT LARCENY,N,N,Y,N,MALE,WHITE,MANHATTAN,Based on Radio Run,January
PETIT LARCENY,N,Y,N,N,MALE,WHITE,MANHATTAN,Based on C/W on Scene,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
GRAND LARCENY,N,Y,(null),N,MALE,BLACK,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,MANHATTAN,Based on Self Initiated,January
CRIMINAL TRESPASS,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
CPW,N,Y,N,N,MALE,BLACK HISPANIC,MANHATTAN,Based on Self Initiated,January
ASSAULT,Y,Y,Y,N,MALE,WHITE HISPANIC,MANHATTAN,Based on Radio Run,January
CPW,N,Y,N,N,MALE,BLACK,BRONX,Based on Self Initiated,January
OTHER,N,Y,N,N,MALE,BLACK HISPANIC,BRONX,Based on Self Initiated,January
BURGLARY,N,Y,N,N,MALE,WHITE HISPANIC,BRONX,Based on Radio Run,January
CPW,N,Y,(null),N,MALE,BLACK,BRONX,Based on Self Initiated,January
ASSAULT,N,Y,Y,N,MALE,BLACK,BRONX,Based on Radio Run,January
